the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,street,segmentid,Rank,PMP_ID,NTA2020,Boro,Category,NTAName,FEMAFldz,FEMAFldT,HrcEvac,SHAPE_Leng
"MULTILINESTRING ((-73.98678379224005 40.72129757402744, -73.98634091776387 40.72213729609623))",1,Manhattan,103,1,65,26,12,ESSEX STREET,246320,2,31470,MN0302,MN,Regional,Lower East Side,X,AREA OF MINIMAL FLOOD HAZARD,6,329.647335259
"MULTILINESTRING ((-73.99033070314395 40.73713186005661, -73.98907932805653 40.736591317529054))",1,Manhattan,105,2,75,28,12,EAST 17 STREET,251073,2,32199,MN0501,MN,Regional,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,,398.807834134
"MULTILINESTRING ((-73.98731210664931 40.78053274590718, -73.98729102788401 40.78054686885727, -73.98726949309732 40.7805605883283, -73.98724751532218 40.780573895316365, -73.98722510759141 40.78058678171818, -73.98720228530705 40.78059924033112, -73.98717906150212 40.78061126215148, -73.98715545039397 40.780622840877, -73.98713146738459 40.78063396930523, -73.98710712787637 40.780644639333076, -73.98708244608643 40.78065484555893, -73.98705743623222 40.78066458168064, -73.98703211608527 40.780673840496036, -73.98700649986267 40.780682617503956, -73.98698060415137 40.780690905502034))",1,Manhattan,107,6,67,31,10,RIVERSIDE BOULEVARD,251847,3,33207,MN0701,MN,Neighborhood,Upper West Side-Lincoln Square,X,AREA OF MINIMAL FLOOD HAZARD,2,108.942101845
"MULTILINESTRING ((-73.99686561340063 40.71505781724937, -73.99771916740865 40.7153568571716))",1,Manhattan,103,1,65,26,7,BAYARD STREET,252003,2,31200,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,260.497732816
"MULTILINESTRING ((-73.99709223427224 40.7146183975628, -73.996806070948 40.71503695619189))",1,Manhattan,103,1,65,26,7,BOWERY,252004,2,31144,MN0301,MN,Regional,Chinatown-Two Bridges,X,AREA OF MINIMAL FLOOD HAZARD,,171.894024207
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.95260504991029 40.827286480933424, -73.95262751226466 40.82729332132028, -73.95265027972395 40.82729955489421, -73.9526733214703 40.82730517443842, -73.95269661024281 40.82731017183714, -73.95272011759329 40.82731454167546, -73.95274381270234 40.82731827853781, -73.95276766712102 40.82732137790985, -73.9527916512155 40.82732383437637, -73.95281573416318 40.82732564702428, -73.95283988632903 40.827326812239306, -73.95286407689096 40.82732732820789, -73.9528882773962 40.82732719581881, -73.9529124558367 40.8273264141586, -73.95293658375884 40.82732498501655))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,238848,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,"2,6",93.7660588014
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.93786201369024 40.834637274036986, -73.93775116269835 40.8348905764245))",1,Manhattan,112,10,72,"30,31",13,EDGECOMBE AVENUE,255458,3,35733,MN1201,MN,Neighborhood,"Washington Heights (South),Highbridge Park",X,AREA OF MINIMAL FLOOD HAZARD,,97.2517902119
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.954157923586 40.82724363818039, -73.95517202710367 40.82698790536775))",1,Manhattan,109,7,71,31,13,WEST 145 STREET,111969,2,34638,MN0903,MN,Regional,Hamilton Heights-Sugar Hill,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,295.717054046
"MULTILINESTRING ((-73.97824680090521 40.7153663340061, -73.97821910221921 40.71541069601108))",1,Manhattan,103,"1,2","74,65",26,7,BARUCH PLACE,256782,4,31502,MN0302,MN,Community,Lower East Side,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",17.8936903314
"MULTILINESTRING ((-74.01282671107701 40.70240862624739, -74.01363820647819 40.702371128395654))",1,Manhattan,101,1,65,26,10,STATE STREET,257472,1,30058,MN0101,MN,Global,Financial District-Battery Park City,AE,,1,225.418414729
"MULTILINESTRING ((-74.00772552885142 40.74847870256833, -74.00775806140298 40.748651666902596))",1,Manhattan,104,3,75,27,10,JOE DIMAGGIO HIGHWAY,259217,4,31895,MN0401,MN,Community,Chelsea-Hudson Yards,AE,,1,63.6579033088
"MULTILINESTRING ((-73.94298866691439 40.77044019707412, -73.94300061008401 40.77043030735052, -73.94301334042176 40.77042100154118, -73.94302680696477 40.77041231564092, -73.94304095875246 40.77040428294277, -73.9430557400874 40.77039693583719, -73.943071092907 40.77039030221077, -73.9430869603357 40.77038440724938, -73.94310327839263 40.77037927433428, -73.94311998546983 40.77037492234537, -73.94313701640597 40.77037137016096, -73.94315430486147 40.770368629454694, -73.94317178331235 40.77036671189973, -73.94318938542223 40.770365625567834, -73.94320704249036 40.770365373126495, -73.94322468581755 40.77036595544241, -73.94324224788993 40.7703673724823, -73.94325965883063 40.77036961700776, -73.94327685350235 40.7703726799818, -73.94329376440028 40.770376550565224, -73.94331032520705 40.77038121431744, -73.94332647197888 40.770386651396095, -73.94334214314078 40.77039284196006))",1,Manhattan,108,5,76,29,12,WEST ROAD,287534,4,33781,MN0801,MN,Community,Upper East Side-Lenox Hill-Roosevelt Island,AE,,2,107.616102951
"MULTILINESTRING ((-73.94447107219145 40.769765128283424, -73.94447354730977 40.7697684442298, -73.94447574635696 40.769771871705494, -73.9444776586849 40.76977539629739, -73.94447927956699 40.769779004495625, -73.94448059953876 40.769782682788154, -73.9444816162433 40.76978641676574, -73.94448232495546 40.76979019111752, -73.94448272213316 40.76979399233435, -73.94448280660455 40.769797805107025, -73.94448257719793 40.76980161412644, -73.94448203747939 40.76980540408578, -73.94448118627487 40.76980916237735, -73.94448002952095 40.76981287189454, -73.94447857078144 40.76981652003193, -73.94447681480683 40.76982009148326, -73.9444747698996 40.76982357274501, -73.9444724431777 40.76982695031297, -73.94446984294359 40.76983021068362, -73.94446698105149 40.769833342156076, -73.94446386817285 40.76983633122789, -73.9444605161612 40.7698391670988, -73.94445693687085 40.76984183806788))",1,Manhattan,108,5,76,29,12,WEST ROAD,275522,4,33810,MN0801,MN,Community,Upper East Side-Lenox Hill-Roosevelt Island,AE,,2,30.5614389471
"MULTILINESTRING ((-73.94343365824261 40.77059136238783, -73.94315671708866 40.770888254444536))",1,Manhattan,108,5,76,29,12,WEST ROAD,115257,4,33781,MN0801,MN,Community,Upper East Side-Lenox Hill-Roosevelt Island,AE,,2,132.606613882
"MULTILINESTRING ((-73.94372475365071 40.770339340551025, -73.94343365824261 40.77059136238783))",1,Manhattan,108,5,76,29,12,WEST ROAD,115256,4,33593,MN0801,MN,Community,Upper East Side-Lenox Hill-Roosevelt Island,AE,,2,122.196881329
"MULTILINESTRING ((-74.01056054567216 40.713846275515685, -74.01027954718744 40.71419488854318))",1,Manhattan,101,1,66,26,10,WEST BROADWAY,257494,2,30369,MN0102,MN,Regional,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",148.996287197
"MULTILINESTRING ((-74.01638142250701 40.71007837180701, -74.01762947178828 40.710395760713695))",1,Manhattan,101,1,65,26,10,ALBANY STREET,18155,3,29760,MN0101,MN,Neighborhood,Financial District-Battery Park City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,364.817970053
"MULTILINESTRING ((-74.01636205748123 40.714552554559575, -74.0162316702647 40.714721790624466))",1,Manhattan,101,1,"65,66",26,10,NORTH END AVENUE,18179,3,29906,MN0102,MN,Neighborhood,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1,71.4718068209
"MULTILINESTRING ((-74.01695833805474 40.70905766172053, -74.01676485998686 40.709333025810345))",1,Manhattan,101,1,65,26,10,SOUTH END AVENUE,18152,3,29917,MN0101,MN,Neighborhood,Financial District-Battery Park City,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,113.763272185
"MULTILINESTRING ((-73.98383902439284 40.710775082309645, -73.98391366463274 40.71130333240456))",1,Manhattan,103,1,65,26,7,GOUVERNEUR SLIP WEST,24531,4,31436,MN0302,MN,Community,Lower East Side,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,2,4",193.566740056
"MULTILINESTRING ((-74.00962305701627 40.72755692222085, -74.009487942921 40.72826385982535))",1,Manhattan,102,3,66,"26,27",10,WASHINGTON STREET,31654,5,30630,MN0201,MN,Baseline,SoHo-Little Italy-Hudson Square,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"1,2",260.267619949
"MULTILINESTRING ((-74.01035266229108 40.732385224354054, -74.01028280664808 40.73315179628834))",1,Manhattan,102,3,66,"26,27",10,WEST STREET,31692,4,30897,MN0203,MN,Community,West Village,AE,,1,279.956389509
"MULTILINESTRING ((-74.00680843778001 40.71977749823331, -74.00858371862087 40.71995193437141))",1,Manhattan,101,1,66,26,10,NORTH MOORE STREET,31790,3,30229,MN0102,MN,Neighborhood,Tribeca-Civic Center,X,AREA OF MINIMAL FLOOD HAZARD,"2,3,4",496.191410238
"MULTILINESTRING ((-74.0075573413774 40.72584022998356, -74.00834817744364 40.725915123825594))",1,Manhattan,102,3,66,27,10,SPRING STREET,31887,2,30490,MN0201,MN,Regional,SoHo-Little Italy-Hudson Square,X,AREA OF MINIMAL FLOOD HAZARD,"1,2,4",220.890342587
"MULTILINESTRING ((-74.00517157394988 40.72944721023147, -74.00468800202071 40.730321142027314))",1,Manhattan,102,3,66,27,10,7 AVENUE SOUTH,31944,3,30941,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,4,345.458650942
"MULTILINESTRING ((-74.00618179774274 40.734439131557714, -74.00716219345713 40.734295812944595))",1,Manhattan,102,3,66,27,10,CHARLES STREET,31969,3,31035,MN0203,MN,Neighborhood,West Village,X,AREA OF MINIMAL FLOOD HAZARD,"4,5",276.676621268
"MULTILINESTRING ((-73.99532907980331 40.725083739524514, -73.994908273175 40.72495122977917))",1,Manhattan,102,1,"65,66",26,12,EAST HOUSTON STREET,32546,2,30454,MN0201,MN,Regional,"SoHo-Little Italy-Hudson Square,Greenwich Village",X,AREA OF MINIMAL FLOOD HAZARD,,126.234264553
"MULTILINESTRING ((-73.99506103553512 40.72881077247872, -73.99454694095247 40.72940599447574))",1,Manhattan,102,1,66,27,"10,12",MERCER STREET,32573,3,30689,MN0202,MN,Neighborhood,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,,259.479689158
"MULTILINESTRING ((-73.99022459091724 40.728103662292405, -73.98979262191621 40.728693133825715))",1,Manhattan,103,2,66,27,12,TARAS SHEVCHENKO PLACE,32754,3,31578,MN0303,MN,Neighborhood,East Village,X,AREA OF MINIMAL FLOOD HAZARD,,245.880686054
"MULTILINESTRING ((-73.99187102444262 40.744185570668, -73.9947086732076 40.74538244627977))",1,Manhattan,"105,104",3,75,"28,27",12,WEST 25 STREET,33793,2,31737,MN0401,MN,Regional,"Chelsea-Hudson Yards,Midtown South-Flatiron-Union Square",X,AREA OF MINIMAL FLOOD HAZARD,5,899.117003373
"MULTILINESTRING ((-73.98941205662425 40.76285744813683, -73.98894735369153 40.76348605371191))",1,Manhattan,104,3,75,27,10,9 AVENUE,33974,2,31975,MN0402,MN,Regional,Hell's Kitchen,X,AREA OF MINIMAL FLOOD HAZARD,,262.721600996
"MULTILINESTRING ((-73.97714764855252 40.738795460283185, -73.97524898916242 40.73801486819491))",1,Manhattan,106,"4,2",74,27,12,EAST 26 STREET,34655,3,32872,MN0603,MN,Neighborhood,Murray Hill-Kips Bay,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD,AREA OF MINIMAL FLOOD HAZARD","1,4,5",598.099490918
"MULTILINESTRING ((-73.97171284016811 40.75049380776123, -73.97126234417266 40.75112224036875))",1,Manhattan,106,4,"73,74","28,27",12,2 AVENUE,36098,2,32727,MN0604,MN,Regional,"Murray Hill-Kips Bay,East Midtown-Turtle Bay",X,AREA OF MINIMAL FLOOD HAZARD,,260.771161046
"MULTILINESTRING ((-73.96478633264248 40.75575573124247, -73.96432543559295 40.75638153153125))",1,Manhattan,106,"5,4",73,28,12,1 AVENUE,36342,2,33005,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,"2,4,5",261.320829256
"MULTILINESTRING ((-73.94764267989557 40.764191778155805, -73.9471394609713 40.76475843649274))",1,Manhattan,108,5,76,29,12,MAIN STREET,36905,3,33708,MN0801,MN,Neighborhood,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,3,249.10714167
"MULTILINESTRING ((-73.97599367032196 40.78127303307857, -73.97882284584001 40.78246493800718))",1,Manhattan,107,6,67,29,10,WEST 78 STREET,37096,4,33384,MN0702,MN,Community,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,895.804979275
"MULTILINESTRING ((-73.97853383912431 40.78578663618478, -73.97805789644832 40.7864196258771))",1,Manhattan,107,6,67,"31,29",10,BROADWAY,37107,2,33214,MN0702,MN,Regional,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,,265.624822483
"MULTILINESTRING ((-73.97365145353088 40.7971483176788, -73.97346222064661 40.79788786356087))",1,Manhattan,107,6,69,31,10,RIVERSIDE DRIVE,37272,3,33360,MN0703,MN,Neighborhood,"Upper West Side (Central),Upper West Side-Manhattan Valley",X,AREA OF MINIMAL FLOOD HAZARD,,274.489132117
"MULTILINESTRING ((-73.95917872196974 40.79012786367078, -73.95944036265679 40.790171395293775, -73.95969848703724 40.79023271088111, -73.95994997703676 40.79031151130663, -73.96019178944935 40.79040707516163, -73.96042111704892 40.79051827591638, -73.9606354252712 40.790643644963055, -73.96083259436065 40.790781416683096))",1,Manhattan,164,6,"68,69",29,"10,13",97 ST TRANSVERSE,37603,4,34093,MN0802,MN,Community,Central Park,X,AREA OF MINIMAL FLOOD HAZARD,,524.221759696
"MULTILINESTRING ((-73.95304470606824 40.785873911507466, -73.95255145509965 40.78654858113635))",1,Manhattan,"111,108","5,4","73,68","28,29",12,PARK AVENUE,37789,4,33888,MN0802,MN,Community,"Upper East Side-Carnegie Hill,East Harlem (South)",X,AREA OF MINIMAL FLOOD HAZARD,,281.207434339
"MULTILINESTRING ((-73.94662849548642 40.776604070134745, -73.94617055168679 40.777231382233644))",1,Manhattan,108,5,76,28,12,YORK AVENUE,37997,3,34152,MN0803,MN,Neighborhood,Upper East Side-Yorkville,X,AREA OF MINIMAL FLOOD HAZARD,"4,6",261.384796519
"MULTILINESTRING ((-73.94555814083994 40.79611296518919, -73.94509614701424 40.796763483265835))",1,Manhattan,111,8,68,"30,29",13,PARK AVENUE,38099,4,35118,MN1101,MN,Community,"East Harlem (South),East Harlem (North)",X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"4,5",269.322663774
"MULTILINESTRING ((-73.9719238426057 40.79970485095461, -73.97145910468325 40.80033365447674))",1,Manhattan,107,6,69,31,10,RIVERSIDE DRIVE,38120,3,33517,MN0703,MN,Neighborhood,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,,262.755460971
"MULTILINESTRING ((-73.95285737216543 40.80670913967246, -73.95349969153115 40.806981287999015))",1,Manhattan,110,9,70,30,13,WEST 120 STREET,38614,4,34749,MN1001,MN,Community,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,6,203.593710469
"MULTILINESTRING ((-73.94698043437499 40.81837993312188, -73.94652257502618 40.819005801854274))",1,Manhattan,110,9,70,30,13,EDGECOMBE AVENUE,38773,3,34937,MN1002,MN,Neighborhood,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6,260.876402848
"MULTILINESTRING ((-73.98042358586434 40.738553087022126, -73.9794906268253 40.73815979190402))",1,Manhattan,106,2,74,"28,27",12,EAST 24 STREET,118716,2,32661,MN0602,MN,Regional,"Gramercy,Murray Hill-Kips Bay",X,AREA OF MINIMAL FLOOD HAZARD,"4,5,6",295.594940893
"MULTILINESTRING ((-73.975371353193 40.73872451233847, -73.97418113099143 40.73822437995149))",1,Manhattan,106,4,74,27,12,EAST 27 STREET,118724,3,32863,MN0603,MN,Neighborhood,Murray Hill-Kips Bay,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",1,376.819992163
"MULTILINESTRING ((-73.96524094360828 40.75512992895984, -73.96310941046315 40.75421938545678))",1,Manhattan,106,4,73,28,12,EAST 52 STREET,118732,2,32939,MN0604,MN,Regional,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,2,677.347326414
"MULTILINESTRING ((-73.9385440791873 40.80572965253672, -73.93808666951199 40.806353012018754))",1,Manhattan,111,9,68,30,13,PARK AVENUE,69192,4,35271,MN1102,MN,Community,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,"5,6",260.028377188
"MULTILINESTRING ((-73.94113608555436 40.83917889461317, -73.94063821570087 40.839867202714196))",1,Manhattan,112,"7,10","72,71",31,13,BROADWAY,70707,2,35653,MN1201,MN,Regional,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,286.12379354
"MULTILINESTRING ((-73.93658972269438 40.84291533298022, -73.93612529117819 40.843550636565304))",1,Manhattan,112,10,72,31,13,AUDUBON AVENUE,70931,4,35483,MN1201,MN,Community,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,264.742531832
"MULTILINESTRING ((-73.93104231601797 40.850509740022346, -73.9306021270987 40.8511090415283))",1,Manhattan,112,10,72,31,13,AUDUBON AVENUE,71375,3,35955,MN1202,MN,Neighborhood,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,250.012654848
"MULTILINESTRING ((-73.93865170011993 40.85467705482348, -73.93931046720704 40.854980526576625))",1,Manhattan,112,10,71,31,13,WEST 186 STREET,72398,4,36021,MN1202,MN,Community,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,,213.15739188
"MULTILINESTRING ((-73.91920302731506 40.85961308198971, -73.91984623869172 40.859897779467516))",1,Manhattan,112,10,72,31,13,WEST 201 STREET,72720,5,36108,MN1203,MN,Baseline,Inwood,"AE,X",",0.2 PCT ANNUAL CHANCE FLOOD HAZARD",2,205.950636548
"MULTILINESTRING ((-73.92551477049876 40.86713288911025, -73.92362922417216 40.86781530709537))",1,Manhattan,112,10,72,31,13,COOPER STREET,72621,4,36117,MN1203,MN,Community,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,6,577.748125698
"MULTILINESTRING ((-73.99963072550248 40.75184982677021, -73.99957954107973 40.751860702902924))",1,Manhattan,104,3,75,27,10,LINCOLN TUNNEL APPROACH,331954,5,31829,MN0401,MN,Baseline,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,6,14.724615059
"MULTILINESTRING ((-73.94850776311553 40.83640558128131, -73.94882985695328 40.836533901837946))",1,Manhattan,112,7,71,31,13,WEST 158 STREET,106260,4,35752,MN1201,MN,Community,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,2,100.645307292
"MULTILINESTRING ((-73.94680041965509 40.83839673108345, -73.9467529634699 40.838447839213586, -73.94660988539998 40.83861303166171, -73.94648261754776 40.838785822425905, -73.94637216890128 40.838964880197025, -73.94627924028069 40.83914877176341))",1,Manhattan,112,7,71,31,13,RIVERSIDE DRIVE,106264,3,35725,MN1201,MN,Neighborhood,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,,310.76369402
"MULTILINESTRING ((-73.91762353050001 40.861414143552295, -73.91846899663116 40.86177365247724))",1,Manhattan,112,10,72,31,13,WEST 204 STREET,129992,4,36043,MN1203,MN,Community,Inwood,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,"2,4",268.045894618
