Facility Name,Location Type,Operator,Status,Open,Hours of Operation,Accessibility,Latitude,Longitude
"High Bridge Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.837968,-73.923552
Alley Pond Park Zone 2,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74196,-73.74
Tiffany Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82476,-73.8943
Cunningham Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.7265,-73.7737
Allen Street Malls,Park,NYC Parks,Not Operational,,,,40.71955,-73.9902
Montbellier Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.67402,-73.7564
Dr. Charles R. Drew Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.68022,-73.8024
"Steinway Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.776835,-73.909458
"New Lots Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.665168,-73.886072
Highland Park Zone 1,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.6875,-73.8901
Meadow Lake North,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.74067,-73.8412
875 Third Avenue POPS,Privately Owned Public Space,Boston Properties Inc.,Operational,Year Round,Monday to Saturday: 7:00 am-11:00 pm; Sunday & holidays: 11:00 am-7:00 pm,Fully Accessible,40.757226,-73.969197
Abe Stark Skating Rink,Park,NYC Parks Concessionaire,Operational,Seasonal,12:30pm-4:00pm,Not Accessible,40.573053,-73.985895
The Ramble,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.77841,-73.9677
Maurice A FitzGerald Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69026,-73.8395
Victory Field,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.70131,-73.8545
"South Beach Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm   
Wednesday: 11:00 am - 7:00 pm  
Thursday: 11:00 am - 7:00 pm    
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.595811,-74.062982
The Great Hill,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.79733,-73.9591
"Hollis Library, QPL",Library,QPL,Closed for Construction,Year Round,,,40.720175,-73.762322
"Bedford Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.68182,-73.956166
Bildersee Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63595,-73.9122
Dimattina Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.68047,-74.0019
Maple Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.75596,-73.8261
La Tourette Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.577587,-74.149616
Ampere Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68144,-73.8568
South Rochdale Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.67405,-73.7689
"Jerome Park Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.869078,-73.901194
Columbus Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.71591,-73.9998
St Nicholas,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.81371,-73.9509
"Elmhurst Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.738563,-73.876823
Fulton St (A-C) MTA Restroom,Transit,NYCT,Operational,Year Round,"Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,40.710532,-74.009096
Lincoln Rd Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.66048,-73.9636
Playground For All Children,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.74089,-73.8495
Thomas Jefferson Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.793795,-73.934707
Hudson River Park Pier 84,Park,Hudson River Park,Operational,Year Round,9:30am - 10pm,Fully Accessible,40.763121,-74.000654
"Peninsula Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.585872,-73.816066
Tecumseh Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.78191,-73.9787
Parque De Los Ninos,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82714,-73.8737
Sixteen Sycamores Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.68672,-73.981
"Mapleton Library, BPL",Library,BPL,Closed for Construction,Year Round,,,40.6231,-73.989442
McCaffrey Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.75916,-73.9914
Belmont Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85064,-73.8875
Wildlife Sanct. & 119 St Tennis Courts,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.81133,-73.9657
Shore Road Park Zone 5,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.6162,-74.0395
Louis Armstrong Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.75494,-73.8552
Greenpoint Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73565,-73.9593
"Throg's Neck Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.822881,-73.819096
Cedar Grove Beach Zone 2,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",,40.55962,-74.1016
Fmcp Heliport,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Fully Accessible,40.74454,-73.850751
East River Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.78919,-73.9379
Daniel M. O'Connell Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.70019,-73.7582
"Center for Brooklyn History, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	10 am - 6 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 6 pm
Friday	10 am - 6 pm
Saturday	10 am - 4 pm
Sunday	CLOSED",Fully Accessible,40.694811,-73.992406
"Tremont Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.846054,-73.898351
Willis Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81136,-73.9227
Cunningham Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72669,-73.7754
Lawrence Virgilio Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.74749,-73.9106
Railroad Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.64924,-73.914
"Brooklyn Heights Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday 10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.695691,-73.991349
725 Fifth Avenue POPS,Privately Owned Public Space,The Trump Organization,Operational,Year Round,Everyday 8:00 am-10:00 pm,,40.762319,-73.973895
Albert H. Mauro Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.72294,-73.8271
Bensonhurst Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.59787,-74
Squibb Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.70106,-73.9954
Fort Tryon Park Zone 1,Park,NYC Parks,Operational,Year Round,8:30am-9:00pm,Fully Accessible,40.86077,-73.9328
"Canarsie Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.642217,-73.899526
Captain William Harry Thompson Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.83433,-73.8779
Torsney Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.74727,-73.922
Hutchinson River Parkway Gas,Park,NYC Parks Concessionaire,Operational,Year Round,24 Hours,Fully Accessible,40.836702,-73.838373
Rolph Henry Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.65569,-73.9475
The Painter's Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.72042,-73.8597
Morningside Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.80679,-73.9578
"New Utrecht Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.608018,-74.003378
World's Fair Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73717,-73.8458
174 St Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.69338,-73.7781
Fairview Park Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.53165,-74.2326
Westbourne Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.60831,-73.7646
Dongan Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.58281,-74.0898
South Of Fountain Of The Planets,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Partially Accessible,40.74672,-73.8386
"Laurelton Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed
Monday: 10:00 am - 6:00 pm
Tuesday: 1:00 pm - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 12:00 pm - 8:00 pm
Friday: 10:00 am - 6:00 pm
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.676961,-73.745675
Lanett Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.5993,-73.7442
Matthew P. Sapolin Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.7777,-73.9841
Valentino Park and Pier,Public Plaza,NYC DOT/JCDecaux,Operational,Year Round,8am-8pm,Fully Accessible,40.678014,-74.01716
"Howard Beach Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.663819,-73.841804
Pomonok Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.73616,-73.8141
Mellett Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.59708,-73.9574
Castle Clinton National Monument,Park,The Battery Conservancy,Operational,Year Round,9am - 4:30pm,,40.703407,-74.016429
Wakefield Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.90186,-73.8548
Sunken Meadow,Park,NYC Parks,Operational,Seasonal,6:00am-11:00pm,Fully Accessible,40.79303,-73.919
"Battery Park City Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 11:00 am - 7:00 pm  
Wednesday: 10:00 am - 6:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.715699,-74.01575
Alfred E. Smith Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.71104,-73.9974
Mosholu Parkway Zone 4,Park,NYC Parks,Not Operational,,,,40.86895,-73.8813
"Fort Washington Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday	CLOSED
Monday	10:00 am - 6:00 pm 
Tuesday	10:00 am - 6:00 pm 
Wednesday	10:00 am - 6:00 pm 
Thursday	10:00 am - 6:00 pm 
Friday	10:00 am - 6:00 pm 
Saturday	10 AM–5 PM",Fully Accessible,40.847878,-73.933867
Randall Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.81927,-73.8497
"Briarwood Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.710043,-73.819454
Tompkins Square Park,Park,NYC Parks,Not Operational,,,Fully Accessible,40.72683,-73.9814
Rockaway Beach 05b,Park,NYC Parks,Operational,Seasonal,11:00am-8:00pm,Fully Accessible,40.58465,-73.8108
Forest Park Golf Course,Park,NYC Parks Concessionaire,Operational,Year Round,6:00am-8:00pm Daily,Fully Accessible,40.699719,-73.86408
Garibaldi Playground,Park,NYC Parks,Not Operational,,,Not Accessible,40.60893,-74
Pier 42,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.71038,-73.9834
High Line Food And Other Facilities,Park,NYC Parks Concessionaire,Operational,Year Round,10:30am-10:30pm,Not Accessible,40.739569,-74.008125
Carousel,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.70074,-73.8552
"Rochdale Village Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.672884,-73.770592
Seth Low Playground/ Bealin Square,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.60826,-73.9865
"Greenpoint Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.726036,-73.950696
"Pier 57 - Ground Floor, Rooftop",Park,Hudson River Park,Operational,Year Round,"6am - 1am, 7am - 10pm",Fully Accessible,40.74354,-74.010294
Playground Of The Stars,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.8356,-73.8997
Bowne Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.77042,-73.8063
"West Farms Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.844653,-73.883013
Frontera Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.72488,-73.8954
Bloomingdale Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.53501,-74.2085
Paerdegat Athletic Facility,Park,NYC Parks Concessionaire,Operational,Year Round,Temp Closed,Fully Accessible,40.626449,-73.901957
J. Hood Wright Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.84645,-73.9408
Detective Keith L Williams Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.70398,-73.7851
Elmhurst Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.73052,-73.8851
Carnegie Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.71599,-73.9373
P.O. Serrano Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.82348,-73.8505
Maria Hernandez Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.703,-73.924
John Jay Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.7691,-73.9491
Golconda Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.69797,-73.9828
Manhattan Beach Zone 2,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.57697,-73.9441
Hutchinson River Prkwy Snack,Park,NYC Parks Concessionaire,Operational,Year Round,24 hours,Fully Accessible,40.836286,-73.83897
Brady Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.85143,-73.8686
"McGoldrick Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.763759,-73.809835
Stockton Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.69712,-73.9486
The Big Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.63096,-74.1651
East Parade Grounds,Park,NYC Parks,Operational,Seasonal,Open by permit,,40.6508,-73.9682
"Harry Belafonte 115th Street Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.802988,-73.953532
Coney Island Beach Zone 5a,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.57284,-73.9808
Virginia Principe Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.72723,-73.9043
Clove Lakes Park Zone 1,Park,NYC Parks,Not Operational,,,Fully Accessible,40.61655,-74.1046
"Homecrest Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.595245,-73.960601
Playground Eighty LXXX,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.74486,-73.7096
Sankofa Park,Park,NYC Parks,Not Operational,,,Fully Accessible,40.66546,-73.886
Alley Pond Indoor Tennis,Park,NYC Parks Concessionaire,Operational,Year Round,7:00am-11:00pm,Fully Accessible,40.739347,-73.735835
Joyce Kilmer Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.829594,-73.921635
St. Nicholas Playground South,Park,NYC Parks,Not Operational,,,Fully Accessible,40.81107,-73.9472
180 Maiden Lane POPS,Privately Owned Public Space,"Greenberg Traurig, LLP",Operational,Year Round,Monday to Saturday:  8:30 am-10:00 pm; Sundays: 10:00 am-7:00 pm.,Fully Accessible,40.705277,-74.005516
Redfern Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.61105,-73.7491
Scylla Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.78372,-73.9262
825 Eighth Avenue POPS,Privately Owned Public Space,"George Comfort and Sons, Inc.",Operational,Year Round,Everyday 6:00 am-9:00 pm,Fully Accessible,40.762238,-73.986944
Ella Fitzgerald Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.74473,-73.7875
"Corona Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.750902,-73.861978
Paerdegat Basin Marina 4,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-5:00pm,Partially Accessible,40.627064,-73.904208
Pelham Bay Stable,Park,NYC Parks Concessionaire,Operational,Year Round,9:00am-6:00pm,Partially Accessible,40.865923,-73.813975
Passerelle,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.75166,-73.8433
Bay Terrace Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Not Accessible,40.78244,-73.7773
Ethan Allen Playground,Park,NYC Parks,Not Operational,,,Fully Accessible,40.65578,-73.8868
Hudson River Park Pier 45,Park,Hudson River Park,Operational,Year Round,7am - 12am,Fully Accessible,40.732905,-74.010783
"Arlington Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,40.680698,-73.887239
"Macon Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	1 pm - 5 pm",Fully Accessible,40.683013,-73.934807
"Pacific Library, BPL",Library,BPL,Operational,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,40.683475,-73.978585
Robert E. Venable Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.67441,-73.8651
Samuel Seabury Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.78546,-73.951
"Glendale Library, QPL",Library,QPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,40.702594,-73.875746
Cunningham Gas Station,Park,NYC Parks Concessionaire,Operational,Year Round,24 Hours,Not Accessible,40.725062,-73.771671
De Matti Park,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.61475,-74.0739
North Riverside Blvd and Slopes,Park,NYC Parks,Not Operational,,,Partially Accessible,40.77972,-73.9884
Beach 9 Playground,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.59563,-73.7446
East River Waterfront Esplanade Zone 1,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.70474,-74.0034
"George Bruce Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 12:00 pm - 7:00 pm 
Tuesday: 12:00 pm - 7:00 pm 
Wednesday: 12:00 pm - 7:00 pm 
Thursday: 12:00 pm - 7:00 pm 
Friday: 11:00 am - 6:00 pm 
Saturday: 11:00 am - 6:00 pm",Fully Accessible,40.813777,-73.957055
Asser Levy Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Not Accessible,40.57542,-73.9729
Bloomingdale Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.79937,-73.9662
Rose Hill Park,Park,NYC Parks,Operational,Seasonal,"8am-4pm, Open later seasonally",Fully Accessible,40.86173,-73.8908
Seba Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,40.58963,-73.921
Jackie Robinson Park Playground,Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",Partially Accessible,40.68023,-73.9273
"Van Cortlandt Mansion, Tennis Courts, Memorial Grove",Park,NYC Parks,Operational,Year Round,"8am-4pm, Open later seasonally",,40.891109,-73.893936
"Grand Concourse Library, NYPL",Library,NYPL,Operational,Year Round,"Sunday: Closed 
Monday: 10:00 am - 8:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,40.84401,-73.910089
