ConditionHazard #,Class,Number,Type,Extent,Problem,Location/Comments,Priority,Cause,Feature #
7975,Condition,2,Dispensers Missing Soap,2,,,,1,37769
7976,Condition,2,No Paper Towels / Hand Dryer,2,,,,1,37769
14809,Condition,,Marker,,,on inner stall door,,0,82372
14810,Condition,,Marker,,,on inside entrance door,,0,82372
4282,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,21323
15665,Condition,1,Dispensers Missing Soap,1,,,,1,90160
15667,Condition,,Marker,,,on privacy panel,,0,90162
15830,Condition,,Litter,,Light,,,0,91198
12672,Condition,,Marker,,,and scratches on stall wall and mirror respectively.,,,63856
12705,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,64292
12706,Condition,1,No Toilet Paper,1,,,,1,64292
12821,Condition,2,Fixture Deterioration,,,missing light covers,,,65245
12849,Condition,1,Dispensers Missing Soap,1,,,,1,65428
14997,Condition,1,Soap Dispensers Missing,2,,,,0,84044
15083,Condition,1,Dispensers Missing Soap,1,,,,1,85267
15133,Condition,1,No Toilet Paper,1,,,,1,85601
15181,Condition,1,Dispensers Missing Soap,2,,,,1,86135
9081,Condition,1,No Toilet Paper,2,,,,1,43936
9117,Condition,,Dispensers Missing Soap,,,,,1,44017
9118,Condition,,No Paper Towels / Hand Dryer,,,,,1,44017
9161,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,44187
16448,Condition,,Marker,,,on metal rod and dryer.,,0,97450
13274,Condition,1,Dispensers Missing Soap,1,,,,1,68953
13382,Condition,,Litter,,Light,at toilet.,,,69672
13416,Condition,1,No Toilet Paper,1,,,,,69989
13508,Condition,,Litter,,Light,in toilet.,,0,70857
13979,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,76071
14066,Condition,1,,1,,Safety strap missing on changing table.,,0,76843
14077,Condition,1,Soap Dispensers Damaged,1,,,,0,76843
14085,Condition,2,Toilets OOS,5,Heavy,(removed),,1,76992
14115,Condition,,No Toilet Paper,,,,,1,77194
14116,Condition,,Dispensers Missing Soap,,,,,1,77194
14180,Condition,1,,4,,Stalls door damaged.,,0,77543
15970,Condition,1,No Toilet Paper,1,,,,1,92383
15989,Condition,1,Fixture Deterioration,2,,", urinal cracked & patched",,0,92634
16007,Condition,,Litter,,Light,at restroom.,,0,92736
16036,Condition,,Ceiling Deterioration,,Light,,,0,92968
16071,Condition,,Litter,,Light,in stall,,0,93185
16176,Condition,1,Dispensers Missing Soap,8,,,,0,94104
10033,Condition,1,Changing Tables Deteriorated,1,,won't open adj women's room,,0,48697
10148,Condition,,Litter,,Light,,,0,49482
10260,Condition,,Grime,,Heavy,"on all fixtures including sinks, urinals & toilets (due to improper cleaning)",,1,50184
10288,Condition,1,Dispensers Missing Soap,1,,,,1,50337
10306,Condition,1,Fixture Deterioration,1,Light,urinal cracked,,0,50403
10307,Condition,1,Stalls Missing Doors,1,,,,0,50403
10325,Condition,,,,,Residue on wall from removed dispenser,,0,50469
9575,Condition,1,Dispensers Missing Soap,1,,,,1,45964
9587,Condition,,,,Light,chipping paint on stalls,,0,46000
9595,Condition,,Spray Paint,,,on stall wall,,0,46014
9848,Condition,1,No Toilet Paper,2,,,,1,47336
9906,Condition,1,Dispensers Missing Soap,1,,,,0,47554
2883,Condition,1,Dispensers Missing Soap,1,,,,0,13508
2884,Condition,1,Dispensers Missing Soap,1,,,,0,13512
3065,Condition,1,Dispensers Missing Soap,1,,,,0,14480
5971,Condition,,,,,Sticker on mirror,,0,28787
5972,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,29051
13085,Condition,1,Wall Deterioration,1,,stall door lock broken,,,67559
13086,Condition,,Litter,,Moderate,in sink & stall,,1,67560
13092,Condition,,Litter,,Heavy,in stalls,,1,67610
13171,Condition,,Toilets OOS,,,,,1,68110
13184,Condition,,,,,Pooled water on floor (unclear of origin),,,68160
7676,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,36540
14911,Condition,2,Fixture Deterioration,2,Light,mirrors,,0,83199
14912,Condition,1,Soap Dispensers Damaged,3,Light,,,0,83199
4271,Condition,1,Soap Globe Missing,1,,,,0,21282
4338,Condition,,Marker,,,on towel dispenser,,0,21532
4464,Condition,1,Soap Dispensers Missing,1,,,,0,22067
15703,Condition,,Marker,,Light,on stall wall,,0,90320
15736,Condition,3,No Toilet Paper,7,,,,1,90587
15821,Condition,2,Dispensers Missing Soap,4,,,,0,91055
12700,Condition,2,No Toilet Paper,4,,,,1,64216
12815,Condition,1,Toilets OOS,4,,,,,65184
12854,Condition,,,,Light,sticker on door of handicapped stall,,,65434
15101,Condition,2,Sinks OOS,,Light,,,0,85339
15162,Condition,1,Hand Dryers Broken,1,,,,1,85957
15178,Condition,,,,,Scratches on mirrors.,,0,86125
9020,Condition,,Litter,,Light,on floor,,0,43392
9176,Condition,6,Dispensers Missing Soap,6,,men's room,,1,44278
9404,Condition,,,,,no lock on stall door,,0,44995
9373,Condition,,Ceiling Deterioration,,Light,,,0,44995
9426,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,45246
16426,Condition,1,Toilets OOS,8,,picture not available,,0,97289
16427,Condition,1,Stalls Missing Doors,8,,,,0,97289
16481,Condition,,Litter,,Light,in stall,,0,97875
13249,Condition,,Litter,,Light,on changing table.,,,68828
13315,Condition,,,,,Wall requires paint,,,69331
13328,Condition,,Marker,,,on partition,,,69428
13329,Condition,1,No Toilet Paper,1,,,,1,69431
13330,Condition,1,Dispensers Missing Soap,1,,,,1,69446
13929,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,75765
13998,Condition,1,Fixture Deterioration,4,,lights out,,0,76248
14153,Condition,1,No Toilet Paper,1,,,,1,77434
14324,Condition,1,Soap Globe Missing,1,,,,0,78570
14379,Condition,1,Urinals OOS,3,,,,0,78956
14380,Condition,1,Sinks OOS,5,,,,0,78956
14390,Condition,1,Dispensers Missing Soap,1,,dispenser contained water,,0,79023
14392,Condition,1,Toilets OOS,4,,,,0,79038
14400,Condition,,Marker,,Light,,,0,79141
15967,Condition,1,Dispensers Missing Soap,1,,,,1,92377
15968,Condition,1,No Toilet Paper,1,,,,1,92377
16034,Condition,,Litter,,Light,,,0,92978
10043,Condition,,Wall Deterioration,,Moderate,,,1,48740
10291,Condition,1,Toilets OOS,3,,,,0,50343
10367,Condition,,Marker,,,on mirror,,0,50694
10398,Condition,,Marker,,,on stall wall,,0,50862
10400,Condition,1,Urinals OOS,2,Moderate,,,1,50894
10402,Condition,1,Wall Deterioration,1,Heavy,stall door missing,,1,50894
16666,Condition,,Litter,,Light,,,0,99662
16688,Condition,,Litter,,Light,,,0,99798
13721,Condition,,Floors Deterioration,,Light,,,0,73625
13747,Condition,1,,1,,(NOTED) toilet paper roll not on dispenser,,0,73840
13749,Condition,1,No Toilet Paper,3,,,,1,73843
16195,Condition,,Litter,,Light,,,0,94363
16252,Condition,,Litter,,Light,,,0,94899
14421,Condition,1,No Toilet Paper,1,,,,1,79323
14422,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,79323
14477,Condition,,,,,Chipping paint on wall under dryers,,0,79741
14562,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,80192
14646,Condition,1,Dispensers Missing Soap,1,,,,1,80809
14645,Condition,1,Soap Dispensers Missing,1,,,,0,80810
14647,Condition,1,Dispensers Missing Soap,1,,,,1,80813
285,Condition,,,,,Stall divider rusted.,,0,985
203,Condition,,Litter,,Light,overall,,0,1051
377,Condition,,Litter,,Light,,,0,1453
409,Condition,1,Dispensers Missing Soap,1,,,,0,1887
496,Condition,1,Litter,1,Light,in stall,,0,2272
595,Condition,,,,,Sink constantly running.,,0,2521
639,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,2638
675,Condition,1,,2,,sink removed,,0,2806
676,Condition,3,Fixture Deterioration,4,Moderate,urinals,,0,2806
3394,Condition,1,Marker,1,,on wall,,0,15857
3520,Condition,1,Dispensers Missing Soap,1,,,,0,16408
3521,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16408
3560,Condition,1,Urinals OOS,1,,urinal clogged,,0,16559
1848,Condition,1,Dispensers Missing Soap,1,,,,0,8220
1849,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,8220
1917,Condition,1,Litter,1,,heavy,,0,8722
2141,Condition,1,Dispensers Missing Soap,1,,,,0,9592
2245,Condition,,Dispensers Missing Soap,,,,,0,10007
2246,Condition,,No Paper Towels / Hand Dryer,,,,,0,10007
2288,Condition,1,Dispensers Missing Soap,1,,,,0,10192
2289,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10192
2315,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10360
2316,Condition,1,Dispensers Missing Soap,1,,,,0,10360
2334,Condition,1,Dispensers Missing Soap,1,,,,0,10458
2335,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10458
6193,Condition,1,Dispensers Missing Soap,1,,,,1,30448
6343,Condition,,Grime,,Light,wall adj toilet,,0,31316
6388,Condition,3,Dispensers Missing Soap,3,,,,0,31601
6484,Condition,,Dispensers Missing Soap,,,,,1,32069
6603,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,32452
6753,Condition,1,,1,,soap dispenser missing,,1,33054
4735,Condition,,No Paper Towels / Hand Dryer,,,,,0,23345
4736,Condition,,No Toilet Paper,,,,,0,23345
4737,Condition,,Dispensers Missing Soap,,,,,0,23345
4738,Condition,1,Mirrors Deteriorated,2,,,,0,23345
4860,Condition,1,Soap Dispensers Damaged,1,,,,0,23998
4861,Condition,1,Fixture Deterioration,1,Light,urinal cracked,,0,23998
4866,Condition,1,Dispensers Missing Soap,1,,,,0,24015
4867,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,24015
4898,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,24149
4914,Condition,,Dispensers Missing Soap,,,,,0,24383
4915,Condition,,No Paper Towels / Hand Dryer,,,,,0,24383
4938,Condition,,Ceiling Deterioration,,Heavy,through out site,,0,24430
5013,Condition,1,Dispensers Missing Soap,1,,,,0,24583
1047,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,4444
1126,Condition,,Marker,,,on  stall,,0,4559
1068,Condition,1,Dispensers Missing Soap,1,,,,0,4561
1204,Condition,1,Dispensers Missing Soap,1,,,,0,5195
1205,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5195
1295,Condition,,Litter,,Light,on window shelf,,0,5729
3875,Condition,1,Dispensers Missing Soap,1,,,,0,19467
3876,Condition,1,Soap Dispensers Missing,1,,,,0,19469
3877,Condition,1,Ceiling Deterioration,1,,,,0,19469
3878,Condition,1,Fixture Deterioration,1,,,,0,19469
4053,Condition,1,Dispensers Missing Soap,1,,,,0,20371
4128,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,20603
4129,Condition,1,No Toilet Paper,1,,,,0,20603
4204,Condition,1,Dispensers Missing Soap,1,,,,0,20939
5341,Condition,,Litter,,Light,,,0,26372
5490,Condition,2,Dispensers Missing Soap,2,,,,0,27057
5491,Condition,2,No Paper Towels / Hand Dryer,2,,,,0,27057
5505,Condition,1,Dispensers Missing Soap,1,,,,0,27140
5506,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,27140
5773,Condition,1,No Toilet Paper,1,,,,0,28057
5776,Condition,,Marker,,,on paper towel dispenser,,0,28123
5777,Condition,,Marker,,,on stall wall,,0,28123
5778,Condition,,Spray Paint,,,on door,,0,28123
5780,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,28125
5781,Condition,,Marker,,,on paper towel dispenser,,0,28127
5783,Condition,,Spray Paint,,,on glass at door,,0,28127
5850,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,28561
5853,Condition,,Grime,,Moderate,sink,,0,28576
3096,Condition,1,Paint Uneven / Not Uniform,1,,chipping paint on ceiling,,0,14659
3116,Condition,1,Marker,1,,marker on stall,,0,14793
5968,Condition,,Floors Deterioration,,Light,,,0,29040
6089,Condition,1,Dispensers Missing Soap,1,,,,0,29810
6090,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,29810
6105,Condition,1,Dispensers Missing Soap,1,,mens room,,1,29876
6106,Condition,1,No Paper Towels / Hand Dryer,1,,mens room,,1,29876
13232,Condition,,Litter,,Light,scattered overall,,,68684
7627,Condition,1,,2,,lights out,,0,36485
7722,Condition,1,No Paper Towels / Hand Dryer,1,,men's room,,1,36796
7723,Condition,1,No Toilet Paper,1,,men's room,,1,36796
7767,Condition,1,Dispensers Missing Soap,1,,men's room,,1,36828
7768,Condition,1,No Toilet Paper,3,,men's room,,0,36828
7814,Condition,1,Dispensers Missing Soap,1,,,,1,37060
7815,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,37060
7817,Condition,1,Dispensers Missing Soap,1,,,,1,37064
7818,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,37064
7870,Condition,1,,1,,"urinal, water costantly running",,0,37262
7871,Condition,1,,1,,stall door missing lock,,0,37262
7875,Condition,1,Toilet Paper Dispensers Damaged,1,Light,,,0,37287
7972,Condition,1,Toilets OOS,4,,,,0,37762
14876,Condition,,No Toilet Paper,,,,,0,82888
4273,Condition,1,Soap Globe Missing,1,,,,0,21286
4490,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,22147
12776,Condition,1,Hand Dryers Broken,1,,,,1,64904
12880,Condition,1,Wall Deterioration,1,,stall door lock broken,,,65774
12884,Condition,,Litter,,Light,in stall,,,65799
15177,Condition,1,Hand Dryers Broken,1,,,,1,86123
15180,Condition,1,,2,,Mirror cracked.,,0,86128
9122,Condition,,Soap Globe Missing,,,,,1,44014
9173,Condition,,Spray Paint,,,in stall,,0,44280
9400,Condition,,Natural Debris,,Light,on floor,,0,45118
9418,Condition,,,,,scratches on mirror,,0,45177
9427,Condition,1,No Toilet Paper,1,,,,1,45250
16466,Condition,1,Fixture Deterioration,1,,sink leaking,,0,97785
13433,Condition,,Litter,,Light,on floor,,,70152
13435,Condition,1,Urinals OOS,2,,clogged,,,70154
13526,Condition,,Litter,,Light,chip bag inside sink,,0,71079
13977,Condition,1,Fixture Deterioration,1,,missing light cover,,0,76070
14062,Condition,1,Toilets OOS,5,,,,0,76872
14122,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,77240
14152,Condition,,Litter,,Light,at restroom.,,0,77433
14179,Condition,,,,,Scratches on mirrors in men's.,,0,77540
14281,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,78340
14325,Condition,1,Dispensers Missing Soap,1,,,,1,78574
15838,Condition,1,Soap Dispensers Missing,1,,,,0,91344
15839,Condition,1,,1,,Mirror missing.,,0,91344
15965,Condition,,>15 square feet vertical,,,spray paint not properly removed from walls,,1,92346
15969,Condition,,>15 square feet vertical,,,throughout entire room,,1,92380
16009,Condition,1,No Toilet Paper,2,,,,1,92741
9971,Condition,1,Dispensers Missing Soap,1,,,,1,48258
10170,Condition,2,Dispensers Missing Soap,2,,"stainless steel empty, soap globe missing",,1,49655
10171,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,49655
10323,Condition,2,Dispensers Missing Soap,2,,,,1,50466
10354,Condition,,,,,scratches on dryer.,,0,50666
10401,Condition,,Litter,,Light,on sink,,0,50891
16582,Condition,1,Dispensers Missing Soap,1,,,,1,98966
16692,Condition,3,,11,,Lights out,,0,99834
16714,Condition,,Litter,,Light,at restroom.,,0,99934
13582,Condition,,Litter,,Moderate,table stored in men's room,,0,71683
13623,Condition,,,,Light,toilet paper dispenser not locked,,0,72215
13704,Condition,1,Dispensers Missing Soap,1,,,,1,73260
16233,Condition,1,No Toilet Paper,2,,,,1,94788
16295,Condition,,Litter,,Light,in toilet.,,0,95254
16358,Condition,1,No Toilet Paper,1,,,,1,96324
14448,Condition,,Fixture Deterioration,,Light,sink,,0,79478
14618,Condition,1,Dispensers Missing Soap,1,,,,1,80673
14648,Condition,1,Soap Dispensers Missing,1,,,,0,80814
11958,Condition,,Litter,,Light,in stall,,0,59381
12005,Condition,,Litter,,Light,in stall and on sink,,0,59690
101,Condition,,Litter,,Light,,,0,629
202,Condition,,Litter,,Light,overall,,0,1047
463,Condition,,Litter,,Light,spitballs on ceiling and walls.,,0,1847
594,Condition,,No Paper Towels / Hand Dryer,,,,,0,2519
711,Condition,1,Urinals OOS,3,,,,0,2987
712,Condition,,Paint Uneven / Not Uniform,,Light,,,0,2987
778,Condition,1,Dispensers Missing Soap,1,,,,0,3312
779,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,3312
843,Condition,1,,1,,toilets constantly running,,0,3537
3253,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15276
3254,Condition,1,Dispensers Missing Soap,1,,,,0,15276
3317,Condition,1,Dispensers Missing Soap,1,,,,0,15512
3318,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15512
3327,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15544
3328,Condition,1,Dispensers Missing Soap,1,,,,0,15544
3501,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16312
3502,Condition,1,Dispensers Missing Soap,,,,,0,16312
3523,Condition,1,Dispensers Missing Soap,1,,,,0,16412
3524,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16412
3594,Condition,1,Dispensers Missing Soap,1,,,,0,16648
3595,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16648
3596,Condition,1,No Toilet Paper,1,,,,0,16648
1767,Condition,1,Dispensers Missing Soap,1,,,,0,7856
1768,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7856
1782,Condition,1,Dispensers Missing Soap,1,,,,0,7956
1783,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,7956
1831,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,8156
1863,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,8324
1864,Condition,1,Dispensers Missing Soap,1,,,,0,8324
1865,Condition,1,No Toilet Paper,1,,,,0,8324
1873,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,8360
1891,Condition,1,Dispensers Missing Soap,1,,,,0,8524
1892,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,8524
1918,Condition,1,Dispensers Missing Soap,1,,,,0,8724
1980,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,9060
2188,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,9764
2242,Condition,,No Paper Towels / Hand Dryer,,,,,0,10003
2243,Condition,,Dispensers Missing Soap,,,,,0,10003
2336,Condition,1,Dispensers Missing Soap,1,,,,0,10464
2440,Condition,1,Dispensers Missing Soap,1,,,,0,10900
2441,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,10900
6314,Condition,1,Dispensers Missing Soap,1,,men room,,1,31213
6387,Condition,2,Dispensers Missing Soap,2,,,,0,31599
6475,Condition,1,Soap Dispensers Damaged,1,,(ripped off wall),,0,32038
6486,Condition,1,Soap Dispensers Damaged,2,Light,,,0,32074
6597,Condition,1,Dispensers Missing Soap,1,,,,1,32442
6598,Condition,2,No Toilet Paper,2,,,,1,32442
6668,Condition,,Spray Paint,,,on floor,,0,32610
6638,Condition,1,No Paper Towels / Hand Dryer,1,,,,1,32649
6709,Condition,,Litter,,Light,,,0,32849
4745,Condition,,Marker,,,on trash can,,0,23350
4749,Condition,,Dispensers Missing Soap,,,,,0,23357
4881,Condition,1,Dispensers Missing Soap,1,,(bar soap present),,0,24093
4936,Condition,,No Paper Towels / Hand Dryer,,,,,0,24429
4937,Condition,1,No Toilet Paper,10,,,,0,24429
4945,Condition,1,,1,Moderate,mirror has sratchiti,,0,24443
4968,Condition,,Grime,,Heavy,,,0,24604
5048,Condition,,Litter,,Light,,,0,25072
1008,Condition,,Marker,,Light,in stall area,,0,4366
1207,Condition,,Natural Debris,,Moderate,in toilet stall,,0,5198
1256,Condition,,Fixture Deterioration,,Light,sink exhibiting rust,,0,5452
1260,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,5491
3873,Condition,1,Ceiling Deterioration,1,,,,0,19463
3874,Condition,1,Paint Uneven / Not Uniform,1,,,,0,19463
3901,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,19624
3902,Condition,1,Dispensers Missing Soap,1,,,,0,19624
3956,Condition,,,,,dryer damaged,,0,19924
4175,Condition,2,Dispensers Missing Soap,3,,,,0,20767
4207,Condition,1,Soap Dispensers Missing,1,,,,0,20942
5240,Condition,,Litter,,Moderate,,,0,25908
5383,Condition,,,,,water in sink constantly running,,0,26658
44,Condition,1,Dispensers Missing Soap,1,,,,0,474
45,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,474
260,Condition,1,Toilets OOS,8,,,,0,1295
261,Condition,2,Soap Globe Missing,3,,,,0,1295
391,Condition,,,,,sink constantly running,,0,1713
392,Condition,,,,,caution tape used as toilet paper dispenser,,0,1713
562,Condition,1,Dispensers Missing Soap,1,,,,0,2195
586,Condition,1,Soap Globe Missing,1,,,,0,2196
780,Condition,1,Urinals OOS,2,,,,0,3314
3238,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,15232
3324,Condition,1,Litter,1,,light litter on hand towel dispenser,,0,15514
3335,Condition,1,Urinals OOS,1,,8 of 8,,0,15599
3336,Condition,1,Toilets OOS,1,,50% 4 of 8,,0,15599
3337,Condition,1,Sinks OOS,1,,sink missing in handicap stall,,0,15599
3489,Condition,1,Dispensers Missing Soap,1,,,,0,16232
3490,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16232
3491,Condition,1,Dispensers Missing Soap,1,,,,0,16236
3492,Condition,1,No Paper Towels / Hand Dryer,1,,,,0,16236
3706,Condition,1,Soap Globe Missing,1,,,,0,17807
1841,Condition,1,Stalls Missing Doors,1,,,,0,8179
2250,Condition,,Litter,,Moderate,,,0,10034
